marker,chr,pos
Super-Scaffold_100094_1735544,1,101.7025
Super-Scaffold_100094_1564715,1,102.2105
Super-Scaffold_100094_1134919,1,102.847
Super-Scaffold_100094_1092395,1,103.229
Super-Scaffold_100094_329190,1,104.2555
Super-Scaffold_100094_234934,1,104.2555
Super-Scaffold_100094_234867,1,104.2555
Super-Scaffold_100094_163513,1,105.1515
Super-Scaffold_100094_163415,1,105.1515
Super-Scaffold_100094_163336,1,105.1515
Super-Scaffold_100094_163271,1,105.1515
Super-Scaffold_100094_129974,1,105.278
Super-Scaffold_100094_127666,1,105.658
Super-Scaffold_100094_117121,1,106.166
Super-Scaffold_100049_212860,1,106.6735
Super-Scaffold_100049_217796,1,106.9265
Super-Scaffold_100049_217899,1,106.9265
Super-Scaffold_100049_280246,1,107.0535
Super-Scaffold_100049_397722,1,107.435
Super-Scaffold_100049_397725,1,107.435
Super-Scaffold_100049_670569,1,108.199
Super-Scaffold_100049_704741,1,108.3255
Super-Scaffold_100014_37499,1,108.3255
Super-Scaffold_100014_37621,1,108.3255
Super-Scaffold_100014_585241,1,108.3255
Super-Scaffold_100014_639049,1,108.3255
Super-Scaffold_100014_952829,1,109.3465
Super-Scaffold_100014_1006107,1,109.8545
Super-Scaffold_100014_1090719,1,110.1075
Super-Scaffold_100014_1090757,1,110.1075
Super-Scaffold_100014_1379554,1,111.778
Super-Scaffold_100014_1453216,1,112.4135
Super-Scaffold_100014_1506242,1,112.4135
Super-Scaffold_100014_1506272,1,112.4135
Super-Scaffold_100014_1748427,1,112.6665
Super-Scaffold_100014_1881519,1,113.4305
Super-Scaffold_100014_1881523,1,113.4305
Super-Scaffold_100014_1881575,1,113.4305
Super-Scaffold_100014_1979001,1,113.939
Super-Scaffold_100014_1979018,1,113.939
Super-Scaffold_100014_2313324,1,115.3475
Super-Scaffold_100014_2490660,1,116.2395
Super-Scaffold_100014_2650077,1,117.389
Super-Scaffold_100014_2653758,1,117.389
Super-Scaffold_100014_2664692,1,117.5155
Super-Scaffold_100014_2729435,1,117.6425
Super-Scaffold_100014_2759520,1,119.8405
Super-Scaffold_100014_2759543,1,119.8405
Super-Scaffold_100014_2759576,1,120.3485
Super-Scaffold_100014_2759580,1,120.3485
Super-Scaffold_100014_2759581,1,120.3485
Super-Scaffold_100014_2759584,1,122.6755
Super-Scaffold_100014_2759587,1,122.6755
Super-Scaffold_100014_2759589,1,122.9285
Super-Scaffold_100014_2759688,1,122.9285
Super-Scaffold_100014_2773044,1,123.055
Super-Scaffold_100014_2832730,1,123.6915
Super-Scaffold_100014_2832758,1,123.6915
Super-Scaffold_100014_2832759,1,123.6915
Super-Scaffold_100014_2832782,1,123.6915
Super-Scaffold_100014_2832906,1,123.6915
Super-Scaffold_100014_2832907,1,123.6915
Super-Scaffold_100014_2859614,1,123.6915
Super-Scaffold_100014_2859615,1,123.6915
Super-Scaffold_100014_2865312,1,123.6915
Super-Scaffold_100014_2865542,1,123.6915
Super-Scaffold_100014_2979538,1,124.8455
Super-Scaffold_100014_3012582,1,126.3845
Super-Scaffold_100014_3012589,1,126.3845
Super-Scaffold_100014_3012608,1,126.3845
Super-Scaffold_100014_3012614,1,126.638
Super-Scaffold_100014_3012616,1,126.638
Super-Scaffold_100014_3012618,1,126.638
Super-Scaffold_100014_3012629,1,127.2735
Super-Scaffold_100014_3012640,1,127.2735
Super-Scaffold_100014_3098865,1,129.746
Super-Scaffold_100014_3098943,1,129.746
Super-Scaffold_100014_3098961,1,129.746
Super-Scaffold_100014_3098989,1,129.746
Super-Scaffold_100014_3116670,1,130.383
Super-Scaffold_100014_3116701,1,130.383
Super-Scaffold_100014_3270292,1,130.6365
Super-Scaffold_100014_3270443,1,130.6365
Super-Scaffold_100014_3270448,1,130.6365
Super-Scaffold_100014_3271990,1,130.8905
Super-Scaffold_100014_3272067,1,130.8905
Super-Scaffold_100014_3272083,1,130.8905
Super-Scaffold_100014_3272180,1,131.9115
Super-Scaffold_100014_3272203,1,131.9115
Super-Scaffold_100014_3272229,1,131.9115
Super-Scaffold_100014_3272238,1,131.9115
Super-Scaffold_100014_3272261,1,131.9115
Super-Scaffold_100014_3272271,1,131.9115
Super-Scaffold_100014_3272283,1,131.9115
Super-Scaffold_100014_3272371,1,131.9115
Super-Scaffold_100014_3272439,1,131.9115
Super-Scaffold_100014_3275758,1,132.804
Super-Scaffold_100014_3275809,1,132.804
Super-Scaffold_100014_3281555,1,132.9305
Super-Scaffold_100014_3281759,1,132.9305
Super-Scaffold_100014_3431910,1,133.3105
Super-Scaffold_100014_3431963,1,133.3105
Super-Scaffold_100014_3432080,1,133.3105
Super-Scaffold_100014_3617937,1,134.8515
Super-Scaffold_100014_3617961,1,134.8515
Super-Scaffold_100014_3921997,1,135.744
Super-Scaffold_100014_4060525,1,135.744
Super-Scaffold_100014_4110680,1,135.744
Super-Scaffold_100014_4110917,1,135.744
Super-Scaffold_100014_4110921,1,135.744
Super-Scaffold_100014_4139962,1,135.744
Super-Scaffold_100014_4151249,1,135.8705
Super-Scaffold_100014_4151318,1,135.8705
Super-Scaffold_100014_4151339,1,135.8705
Super-Scaffold_100014_4234967,1,135.8705
Super-Scaffold_100014_4235039,1,135.8705
Super-Scaffold_100014_4236781,1,135.8705
Super-Scaffold_100014_4236784,1,135.8705
Super-Scaffold_100014_4236805,1,135.8705
Super-Scaffold_100014_4236842,1,135.8705
Super-Scaffold_100014_4245152,1,135.8705
Super-Scaffold_100014_4245174,1,135.8705
Super-Scaffold_100014_4245185,1,135.8705
Super-Scaffold_100014_4400845,1,136.3785
Super-Scaffold_100014_4400928,1,136.3785
Super-Scaffold_100014_4580960,1,137.7915
Super-Scaffold_100014_4636568,1,138.6845
Super-Scaffold_100014_4669824,1,139.065
Super-Scaffold_100014_4771829,1,139.1915
Super-Scaffold_100014_4771901,1,139.1915
Super-Scaffold_100014_4772706,1,139.1915
Super-Scaffold_100014_4785875,1,139.318
Super-Scaffold_100014_4803415,1,139.318
Super-Scaffold_100014_4803457,1,139.318
Super-Scaffold_100014_4926378,1,139.4445
Super-Scaffold_100014_4966655,1,139.571
Super-Scaffold_100014_4976859,1,139.571
Super-Scaffold_100014_4976919,1,139.571
Super-Scaffold_100014_4977134,1,139.571
Super-Scaffold_100014_5013266,1,139.698
Super-Scaffold_100014_5013308,1,139.698
Super-Scaffold_100014_5033139,1,139.698
Super-Scaffold_100014_5048027,1,139.9515
Super-Scaffold_100014_5048254,1,139.9515
Super-Scaffold_100014_5092043,1,140.078
Super-Scaffold_100014_5565496,1,141.099
Super-Scaffold_100014_5609041,1,141.7355
Super-Scaffold_100014_5650455,1,141.7355
Super-Scaffold_100014_5676957,1,142.762
Super-Scaffold_100014_5676981,1,142.762
Super-Scaffold_100014_5781188,1,143.1425
Super-Scaffold_100014_5800196,1,143.524
Super-Scaffold_100014_5901292,1,143.6505
Super-Scaffold_100014_5901295,1,143.6505
Super-Scaffold_100014_5901511,1,143.6505
Super-Scaffold_100014_5901551,1,143.6505
Super-Scaffold_100014_6049987,1,143.9045
Super-Scaffold_100014_6145504,1,144.9255
Super-Scaffold_100014_6145521,1,144.9255
Super-Scaffold_100014_6247924,1,145.6895
Super-Scaffold_100014_6247968,1,145.6895
Super-Scaffold_100014_6248003,1,145.6895
Super-Scaffold_100014_6368826,1,145.9435
Super-Scaffold_100014_6368856,1,145.9435
Super-Scaffold_100014_6488602,1,146.325
Super-Scaffold_100014_6488624,1,146.325
Super-Scaffold_100014_6493396,1,146.325
Super-Scaffold_100014_6493456,1,146.325
Super-Scaffold_100014_6493576,1,146.325
Super-Scaffold_100014_6599654,1,146.8335
Super-Scaffold_100014_6599714,1,146.8335
Super-Scaffold_100014_6699306,1,147.7255
Super-Scaffold_100014_6744626,1,147.852
Super-Scaffold_100014_6820336,1,148.106
Super-Scaffold_100014_6820348,1,148.106
Super-Scaffold_100014_7159656,1,150.5685
Super-Scaffold_100014_7173161,1,151.462
Super-Scaffold_100014_7194128,1,153.3945
Super-Scaffold_100014_7194129,1,153.3945
Super-Scaffold_100014_7194130,1,153.3945
Super-Scaffold_100014_7194131,1,153.3945
Super-Scaffold_100014_7194132,1,153.3945
Super-Scaffold_100014_7194133,1,153.3945
Super-Scaffold_100014_7194134,1,153.3945
Super-Scaffold_100014_7194135,1,153.3945
Super-Scaffold_100014_7194136,1,153.3945
Super-Scaffold_100014_7194412,1,153.521
Super-Scaffold_100014_7276238,1,155.06
Super-Scaffold_100014_7460428,1,156.4765
Super-Scaffold_100014_7541451,1,157.241
Super-Scaffold_100014_7541457,1,157.241
Super-Scaffold_100014_7541518,1,157.241
Super-Scaffold_100014_7558036,1,158.526
Super-Scaffold_100014_7558114,1,158.526
Super-Scaffold_100014_7594227,1,159.6795
Super-Scaffold_100014_7594247,1,159.6795
Super-Scaffold_100014_7604671,1,159.806
Super-Scaffold_100014_7641369,1,160.1875
Super-Scaffold_100014_7641462,1,160.1875
Super-Scaffold_100014_7657092,1,160.1875
Super-Scaffold_100014_8057288,1,161.7265
Super-Scaffold_100014_8139182,1,161.8535
Super-Scaffold_100014_8139214,1,161.8535
Super-Scaffold_100014_8139425,1,161.98
Super-Scaffold_100014_8228316,1,163.3965
Super-Scaffold_100014_8269417,1,163.3965
Super-Scaffold_100014_8293413,1,163.65
Super-Scaffold_100014_8313489,1,163.9035
Super-Scaffold_100014_8349962,1,164.03
Super-Scaffold_100014_8350081,1,164.03
Super-Scaffold_100014_8365012,1,164.03
Super-Scaffold_100014_8370308,1,164.03
Super-Scaffold_100014_8370463,1,164.03
Super-Scaffold_100014_8450279,1,164.665
Super-Scaffold_100014_8474836,1,164.7915
Super-Scaffold_100014_8490227,1,164.7915
Super-Scaffold_100014_8511126,1,165.0455
Super-Scaffold_100014_8568395,1,165.6825
Super-Scaffold_100014_8568431,1,165.6825
Super-Scaffold_100014_8568449,1,165.6825
Super-Scaffold_100014_8568461,1,165.6825
Super-Scaffold_100014_8568464,1,165.6825
Super-Scaffold_100014_8568467,1,165.6825
Super-Scaffold_100014_8568477,1,165.6825
Super-Scaffold_100014_8568549,1,165.6825
Super-Scaffold_100014_8568584,1,165.6825
Super-Scaffold_100014_8568602,1,165.6825
Super-Scaffold_100014_8568708,1,166.3195
Super-Scaffold_100014_8568728,1,166.3195
Super-Scaffold_100014_8568755,1,166.3195
Super-Scaffold_100014_8568818,1,166.3195
Super-Scaffold_100014_8568821,1,166.3195
Super-Scaffold_100014_8568827,1,166.446
Super-Scaffold_100014_8580745,1,166.7
Super-Scaffold_100014_8654243,1,167.335
Super-Scaffold_100014_8703953,1,167.8455
Super-Scaffold_100014_8919389,1,168.226
Super-Scaffold_100014_8955484,1,168.3525
Super-Scaffold_100014_8972612,1,168.479
Super-Scaffold_100014_8975082,1,168.479
Super-Scaffold_100014_9173761,1,168.9865
Super-Scaffold_100014_9268437,1,169.6235
Super-Scaffold_100014_9305956,1,170.387
Super-Scaffold_100014_9355203,1,171.408
Super-Scaffold_100014_9355379,1,171.7895
Super-Scaffold_100014_9355457,1,171.7895
Super-Scaffold_100014_9355486,1,171.7895
Super-Scaffold_100014_9425304,1,172.5555
Super-Scaffold_100014_9596377,1,172.8085
Super-Scaffold_100014_9608462,1,172.9355
Super-Scaffold_100014_9608479,1,172.9355
Super-Scaffold_100014_9662582,1,173.062
Super-Scaffold_100014_9662739,1,173.062
Super-Scaffold_100014_9684882,1,173.4435
Super-Scaffold_100014_9762711,1,174.2095
Super-Scaffold_100014_9762732,1,174.2095
Super-Scaffold_100014_9780991,1,174.4635
Super-Scaffold_100014_9781882,1,174.4635
Super-Scaffold_100014_9785442,1,174.4635
Super-Scaffold_100014_9785475,1,174.4635
Super-Scaffold_100014_9785506,1,174.4635
Super-Scaffold_100014_9958793,1,174.844
Super-Scaffold_100014_9958794,1,174.844
Super-Scaffold_100014_10068426,1,175.2255
Super-Scaffold_100014_10177831,1,175.606
Super-Scaffold_100014_10217551,1,175.986
Super-Scaffold_100014_10268710,1,176.3665
Super-Scaffold_100014_10269573,1,176.747
Super-Scaffold_100014_10462691,1,177.64
Super-Scaffold_100014_10512046,1,178.0205
Super-Scaffold_100014_10535879,1,178.147
Super-Scaffold_100014_10563170,1,178.401
Super-Scaffold_100014_10563171,1,178.401
Super-Scaffold_100014_10635948,1,179.0405
Super-Scaffold_100014_10765150,1,179.551
Super-Scaffold_100014_10765249,1,179.6775
Super-Scaffold_100014_10777771,1,180.3125
Super-Scaffold_100014_10777817,1,180.3125
Super-Scaffold_100014_10814336,1,181.076
Super-Scaffold_100014_10855159,1,181.2025
Super-Scaffold_100014_10875272,1,181.583
Super-Scaffold_100014_10883112,1,181.71
Super-Scaffold_100014_10955517,1,183.1265
Super-Scaffold_100014_10955519,1,183.1265
Super-Scaffold_100014_10955625,1,183.1265
Super-Scaffold_100014_10955642,1,183.1265
Super-Scaffold_100014_10964283,1,183.253
Super-Scaffold_100014_10991296,1,183.3795
Super-Scaffold_100014_11007263,1,183.3795
Super-Scaffold_100014_11158729,1,184.273
Super-Scaffold_100014_11202692,1,184.653
Super-Scaffold_100014_11218638,1,185.035
Super-Scaffold_100014_11218657,1,185.035
Super-Scaffold_100014_11430678,1,186.841
Super-Scaffold_100014_11449220,1,187.351
Super-Scaffold_100014_11449305,1,187.351
Super-Scaffold_100014_11449335,1,187.351
Super-Scaffold_100014_11449344,1,187.351
Super-Scaffold_100014_11490485,1,188.115
Super-Scaffold_100014_11490502,1,188.115
Super-Scaffold_100014_11490520,1,188.115
Super-Scaffold_100014_11490770,1,188.115
Super-Scaffold_100014_11607651,1,188.2415
Super-Scaffold_100014_11607668,1,188.2415
Super-Scaffold_100014_11607679,1,188.2415
Super-Scaffold_100014_11667901,1,188.4945
Super-Scaffold_100014_11668105,1,188.748
Super-Scaffold_100014_11668117,1,188.748
Super-Scaffold_100014_11668154,1,188.8745
Super-Scaffold_100014_11668178,1,188.8745
Super-Scaffold_100014_11673307,1,189.001
Super-Scaffold_100014_11779788,1,189.1275
Super-Scaffold_100014_11779810,1,189.1275
Super-Scaffold_100014_11779857,1,189.1275
Super-Scaffold_100014_11780066,1,189.1275
Super-Scaffold_100014_11780081,1,189.1275
Super-Scaffold_100014_11808543,1,189.3815
Super-Scaffold_100014_11868008,1,190.017
Super-Scaffold_100014_11868017,1,190.017
Super-Scaffold_100014_11946046,1,190.6525
Super-Scaffold_100014_11946047,1,190.6525
Super-Scaffold_100014_11946079,1,190.6525
Super-Scaffold_100014_11946103,1,190.6525
Super-Scaffold_100014_11946303,1,190.6525
Super-Scaffold_100014_11946314,1,190.6525
Super-Scaffold_100014_11999284,1,191.288
Super-Scaffold_100014_11999293,1,191.288
Super-Scaffold_100014_11999311,1,191.4145
Super-Scaffold_100014_12003935,1,191.541
Super-Scaffold_100014_12004001,1,191.541
Super-Scaffold_100014_12004009,1,191.541
Super-Scaffold_100014_12004043,1,191.541
Super-Scaffold_100014_12004125,1,191.541
Super-Scaffold_100014_12011873,1,191.9215
Super-Scaffold_100014_12012012,1,191.9215
Super-Scaffold_100014_12012021,1,191.9215
Super-Scaffold_100014_12012022,1,191.9215
Super-Scaffold_100014_12145052,1,192.432
